FILTRO,AGR_FECHA,Y,var1_max_sal,var2_sow_m1,var_3_u3m,var4_mprm_u12m,FILLER
SIN_FILTRO,TRAINyTEST,1,17802.34,0.698629646,0.407945271,0.0,
SIN_FILTRO,TRAINyTEST,0,19459.22,0.330367231,0.911141666,0.0,
SIN_FILTRO,OOT,0,35150.41,0.485707376,0.741135577,0.0,
SIN_FILTRO,TRAINyTEST,0,28895.0,0.0,0.0,56.93454545,
SIN_FILTRO,TRAINyTEST,1,36680.64,0.081079303,1.0,0.0,
SIN_FILTRO,OOT,0,1488.45,0.859646193,0.010079777,0.0,
SIN_FILTRO,TRAINyTEST,0,10817.0,0.597919755,0.200460437,0.0,
SIN_FILTRO,TRAINyTEST,0,29563.08,0.878767901,0.98817201,167.355,
SIN_FILTRO,OOT,0,3650.75,0.0,0.82348344,459.6225,
SIN_FILTRO,OOT,0,9501.37,0.550403864,0.145313065,0.0,
SIN_FILTRO,TRAINyTEST,0,3941.78,1.0,0.121583295,0.0,
FILTRO,TRAINyTEST,0,26517.55,0.591350362,0.296120428,0.0,
SIN_FILTRO,OOT,0,55000.0,0.63312869,0.51893589,0.0,
SIN_FILTRO,TRAINyTEST,0,14999.53,0.602639865,0.258119102,0.0,
FILTRO,TRAINyTEST,0,27593.44,0.349672611,0.526475492,2605.759167,
SIN_FILTRO,TRAINyTEST,0,27000.0,0.953454938,0.953330202,0.0,
SIN_FILTRO,TRAINyTEST,0,30685.68,0.270509565,1.0,0.0,
FILTRO,OOT,0,55000.0,0.651055215,0.943687372,0.0,
SIN_FILTRO,OOT,0,7032.79,0.0,0.463798596,0.0,
SIN_FILTRO,TRAINyTEST,0,55000.0,0.695015049,1.0,0.0,
SIN_FILTRO,TRAINyTEST,0,41777.63,0.335682754,0.269774958,0.0,
SIN_FILTRO,TRAINyTEST,0,0.0,0.0,0.0,0.0,
SIN_FILTRO,TRAINyTEST,0,29537.51,0.885593134,0.851059362,0.0,
SIN_FILTRO,TRAINyTEST,0,33799.96,0.327709769,0.952121796,0.0,
SIN_FILTRO,TRAINyTEST,0,24941.13,0.664227487,0.468809588,0.0,
SIN_FILTRO,TRAINyTEST,0,0.0,1.0,0.0,0.0,
SIN_FILTRO,TRAINyTEST,0,9623.37,1.0,1.0,0.0,
SIN_FILTRO,OOT,0,42601.71,0.277310914,0.728452402,307.225,
SIN_FILTRO,TRAINyTEST,0,33000.0,1.0,1.0,0.0,
SIN_FILTRO,OOT,0,33942.06,0.966060623,1.0,0.0,
SIN_FILTRO,TRAINyTEST,0,9928.75,0.136187087,0.204394642,0.0,
SIN_FILTRO,TRAINyTEST,0,29841.0,0.090326237,0.911446934,0.0,
SIN_FILTRO,TRAINyTEST,0,47410.35,0.126918728,1.0,0.0,
SIN_FILTRO,OOT,0,55000.0,0.313181646,1.0,0.0,
SIN_FILTRO,TRAINyTEST,0,15892.49,0.67104517,0.640161355,0.0,
SIN_FILTRO,TRAINyTEST,0,11219.98,0.301243673,0.495489456,0.0,
SIN_FILTRO,OOT,0,12479.3,0.724291578,0.528016329,0.0,
SIN_FILTRO,TRAINyTEST,0,36450.7,0.698906979,1.0,0.0,
SIN_FILTRO,TRAINyTEST,0,36277.35,0.767583368,1.0,0.0,
SIN_FILTRO,OOT,0,40217.99,0.875612135,1.0,0.0,
FILTRO,TRAINyTEST,0,25669.53,0.360132569,0.592807002,0.0,
SIN_FILTRO,TRAINyTEST,0,22447.51,0.575676758,0.975345348,611.555,
SIN_FILTRO,OOT,0,28222.84,0.810220179,1.0,0.0,
SIN_FILTRO,OOT,0,37066.13,0.651164563,0.404821178,0.0,
SIN_FILTRO,OOT,0,4595.86,0.556083334,0.39933901,0.0,
SIN_FILTRO,TRAINyTEST,0,46563.15,0.871919211,0.223919764,2008.12,
SIN_FILTRO,TRAINyTEST,0,55000.0,0.0,1.0,0.0,
SIN_FILTRO,OOT,0,55000.0,0.588772871,0.996359421,0.0,
SIN_FILTRO,OOT,0,55000.0,0.749253519,0.983478403,0.0,
SIN_FILTRO,TRAINyTEST,0,21111.0,0.151327451,0.775370532,0.0,
SIN_FILTRO,OOT,0,45612.95,0.730287486,1.0,0.0,
FILTRO,OOT,0,29031.72,0.535592056,0.385778757,0.0,
SIN_FILTRO,TRAINyTEST,0,34786.78,0.151736909,0.821573289,0.0,
SIN_FILTRO,TRAINyTEST,0,3550.51,0.0,0.5,0.0,
SIN_FILTRO,TRAINyTEST,0,11186.27,0.899202194,0.67767405,6171.495833,
SIN_FILTRO,OOT,0,11295.08,1.0,1.0,0.0,
SIN_FILTRO,TRAINyTEST,0,14286.1,0.214813813,0.0,0.0,
SIN_FILTRO,TRAINyTEST,0,5000.0,0.226330836,0.057499122,0.0,
SIN_FILTRO,OOT,0,10910.51,0.024838913,0.294852142,0.0,
SIN_FILTRO,TRAINyTEST,0,7314.39,0.785867569,0.259482426,0.0,
SIN_FILTRO,TRAINyTEST,0,49254.21,0.471372522,0.977718965,303.5125,
SIN_FILTRO,OOT,0,45620.86,0.706883658,0.974192626,0.0,
SIN_FILTRO,OOT,0,55000.0,0.0,1.0,0.0,
SIN_FILTRO,TRAINyTEST,0,26650.91,0.859165398,1.0,0.0,
SIN_FILTRO,TRAINyTEST,0,16250.03,0.203309299,0.92339107,0.0,
SIN_FILTRO,TRAINyTEST,0,40847.13,0.626636969,0.986524801,0.0,
SIN_FILTRO,OOT,0,33000.0,0.0,0.5,815.4108333,
SIN_FILTRO,TRAINyTEST,0,39300.0,0.0,1.0,0.0,
SIN_FILTRO,TRAINyTEST,0,55000.0,0.348419309,1.0,0.0,
SIN_FILTRO,TRAINyTEST,0,0.0,0.0,0.0,0.0,
SIN_FILTRO,TRAINyTEST,0,31197.31,0.3180214,1.0,0.0,
SIN_FILTRO,TRAINyTEST,0,0.0,0.064779254,0.0,0.0,
SIN_FILTRO,OOT,0,47155.97,0.325829232,0.685692439,0.0,
SIN_FILTRO,TRAINyTEST,0,31677.87,0.671096959,0.742980097,0.0,
FILTRO,OOT,0,19781.34,0.0,0.589230973,0.0,
SIN_FILTRO,TRAINyTEST,0,21069.83,0.7174294,0.161830739,0.0,
SIN_FILTRO,TRAINyTEST,0,6924.31,0.99406567,0.12408326,0.0,
SIN_FILTRO,TRAINyTEST,0,18971.08,0.133186756,1.0,4441.034167,
SIN_FILTRO,OOT,0,11178.44,0.504923304,0.441981955,0.0,
SIN_FILTRO,OOT,0,33271.49,0.632327858,0.99884712,0.0,
SIN_FILTRO,TRAINyTEST,0,26057.89,0.0,0.782412095,0.0,
SIN_FILTRO,OOT,0,35844.55,0.592030661,0.867491484,0.0,
FILTRO,TRAINyTEST,0,55000.0,0.692757645,0.532022585,0.0,
SIN_FILTRO,TRAINyTEST,0,38503.82,0.289712383,0.699191262,0.0,
SIN_FILTRO,TRAINyTEST,0,45957.58,0.59767785,0.904635628,0.0,
FILTRO,OOT,0,20135.4,0.0,0.452691802,0.0,
SIN_FILTRO,TRAINyTEST,0,21007.74,0.8797091,0.832725717,0.0,
SIN_FILTRO,TRAINyTEST,0,41722.31,0.621638799,0.974063153,0.0,
SIN_FILTRO,TRAINyTEST,0,37200.0,1.0,1.0,0.0,
SIN_FILTRO,TRAINyTEST,0,2469.94,0.0,1.0,0.0,
SIN_FILTRO,OOT,0,17796.73,1.0,1.0,3263.934167,
SIN_FILTRO,OOT,0,26832.55,0.837080167,0.790693461,0.0,
SIN_FILTRO,OOT,0,38791.46,0.676336716,0.908965461,322.7158333,
SIN_FILTRO,OOT,0,23060.68,0.295081515,0.129426356,0.0,
SIN_FILTRO,OOT,0,26000.0,1.0,0.41605684,0.0,
SIN_FILTRO,OOT,0,16713.7,0.0,0.903248794,0.0,
SIN_FILTRO,OOT,0,23892.2,0.740863719,0.430902886,0.0,
SIN_FILTRO,TRAINyTEST,0,26676.51,0.313701671,0.61617468,0.0,
SIN_FILTRO,TRAINyTEST,0,36089.59,0.933842195,0.808518724,0.0,
FILTRO,OOT,0,0.0,0.0,0.0,0.0,
SIN_FILTRO,OOT,0,20415.12,0.0,0.885358828,0.0,
FILTRO,OOT,0,3826.32,0.504482944,0.252790297,0.0,
SIN_FILTRO,OOT,0,18166.96,0.6632877,0.332751701,427.9116667,
SIN_FILTRO,TRAINyTEST,0,2894.14,0.0,0.034064617,0.0,
SIN_FILTRO,OOT,0,9846.62,0.408225999,0.085026371,0.0,
SIN_FILTRO,OOT,0,55000.0,0.345451423,1.0,0.0,
SIN_FILTRO,TRAINyTEST,0,0.0,0.0,0.0,0.0,
SIN_FILTRO,TRAINyTEST,0,47233.98,0.547413614,1.0,0.0,
SIN_FILTRO,TRAINyTEST,0,28000.0,0.971266081,0.976326176,3.86,
SIN_FILTRO,OOT,0,35500.0,0.980438524,0.982154113,0.0,
FILTRO,TRAINyTEST,0,35055.11,0.0,1.0,0.0,
SIN_FILTRO,OOT,0,55000.0,0.408034875,1.0,0.0,
SIN_FILTRO,TRAINyTEST,0,3998.08,0.619077345,0.091744313,0.0,
SIN_FILTRO,OOT,0,54654.45,0.219169956,1.0,0.0,
SIN_FILTRO,TRAINyTEST,0,24943.59,0.0,0.941016869,3605.838333,
SIN_FILTRO,TRAINyTEST,0,11148.87,1.0,1.0,0.0,
SIN_FILTRO,TRAINyTEST,0,33172.74,0.669459153,0.909813175,0.0,
SIN_FILTRO,OOT,1,55000.0,0.0,0.0,0.0,
FILTRO,OOT,0,25427.68,0.526592972,0.438142738,0.0,
SIN_FILTRO,TRAINyTEST,0,37098.62,0.122834029,1.0,0.0,
SIN_FILTRO,TRAINyTEST,0,10371.14,0.693739329,0.127461596,0.0,
FILTRO,TRAINyTEST,0,40911.0,0.477595295,0.460676569,0.0,TRAIN_MODELO
SIN_FILTRO,OOT,0,55000.0,0.756059534,1.0,0.0,
SIN_FILTRO,OOT,1,32985.65,0.381300758,1.0,0.0,
SIN_FILTRO,TRAINyTEST,0,50229.46,0.327293119,0.975978375,484.05,
SIN_FILTRO,OOT,0,7667.05,0.859961642,0.169259043,0.0,
SIN_FILTRO,OOT,1,20870.85,0.0,1.0,6394.805,
SIN_FILTRO,TRAINyTEST,0,18010.34,0.161799636,1.0,0.0,
SIN_FILTRO,TRAINyTEST,0,42149.81,0.695313896,0.637890892,0.0,
SIN_FILTRO,OOT,0,47149.04,1.0,1.0,0.0,
SIN_FILTRO,TRAINyTEST,0,17888.04,1.0,0.69676571,0.0,
FILTRO,OOT,0,55000.0,0.520957376,0.89794791,0.0,
SIN_FILTRO,TRAINyTEST,0,5568.77,0.0,0.680589038,0.0,
FILTRO,TRAINyTEST,0,30146.22,0.41389512,0.466905356,160.9058333,
SIN_FILTRO,TRAINyTEST,0,32244.0,0.0,1.0,0.0,
SIN_FILTRO,TRAINyTEST,0,51932.77,0.765193295,0.910898041,0.0,
FILTRO,TRAINyTEST,0,32287.74,0.455291293,0.59113868,0.0,
SIN_FILTRO,OOT,0,55000.0,0.720471416,1.0,0.0,
SIN_FILTRO,TRAINyTEST,0,26449.71,0.371088545,0.995375944,306.3225,
SIN_FILTRO,OOT,0,51948.63,0.781235498,1.0,0.0,
SIN_FILTRO,TRAINyTEST,0,16984.38,0.532907461,0.37539696,0.0,
SIN_FILTRO,OOT,0,50000.0,0.682003409,0.549629455,0.0,
SIN_FILTRO,OOT,0,0.0,1.0,0.0,0.0,
SIN_FILTRO,TRAINyTEST,0,44068.52,0.684086414,1.0,0.0,
SIN_FILTRO,OOT,0,12624.94,0.814693486,0.249570658,0.0,
FILTRO,OOT,0,55000.0,1.0,1.0,0.0,
SIN_FILTRO,TRAINyTEST,0,0.0,1.0,0.0,0.0,
SIN_FILTRO,TRAINyTEST,0,12754.46,0.0,1.0,8497.14,
SIN_FILTRO,OOT,0,12747.46,1.0,1.0,3185.99,
SIN_FILTRO,TRAINyTEST,0,27771.32,0.588814389,0.848082652,0.0,
SIN_FILTRO,OOT,0,44735.94,0.753883051,0.927139411,0.0,
SIN_FILTRO,TRAINyTEST,0,15256.58,0.468142566,1.0,0.0,
SIN_FILTRO,OOT,0,35477.74,0.980708476,1.0,0.0,
SIN_FILTRO,OOT,0,35793.0,0.978497128,1.0,0.0,
SIN_FILTRO,TRAINyTEST,0,18402.22,1.0,0.220290319,15916.88583,
SIN_FILTRO,OOT,0,37000.0,1.0,0.30155061,0.0,
SIN_FILTRO,OOT,0,7617.98,0.522292551,0.111467196,6086.883333,
SIN_FILTRO,TRAINyTEST,0,14920.91,0.425407161,1.0,0.0,
SIN_FILTRO,TRAINyTEST,0,10870.32,1.0,0.82671209,0.0,
SIN_FILTRO,TRAINyTEST,0,50505.54,0.517935618,1.0,0.0,
SIN_FILTRO,OOT,0,55000.0,0.634045816,1.0,0.0,
SIN_FILTRO,TRAINyTEST,0,34600.47,0.065647867,0.995306754,0.0,
SIN_FILTRO,OOT,0,40209.51,0.147373322,1.0,0.0,
SIN_FILTRO,TRAINyTEST,0,29994.83,0.008350731,1.0,0.0,
SIN_FILTRO,OOT,0,34738.04,0.281746018,1.0,0.0,
SIN_FILTRO,OOT,0,20377.16,0.599874968,0.389651342,0.0,
SIN_FILTRO,OOT,0,24688.31,1.0,0.998466932,0.0,
FILTRO,TRAINyTEST,0,27924.13,0.003823226,0.70037927,0.0,
SIN_FILTRO,TRAINyTEST,0,4858.12,0.302768491,0.618619616,0.0,
SIN_FILTRO,TRAINyTEST,0,55000.0,0.870208449,1.0,0.0,
SIN_FILTRO,OOT,0,22840.21,0.631914796,1.0,17354.67333,
SIN_FILTRO,TRAINyTEST,0,31033.37,0.418059955,0.643065971,0.0,
SIN_FILTRO,TRAINyTEST,0,54192.46,0.594720817,1.0,0.0,
SIN_FILTRO,TRAINyTEST,0,52585.84,0.652738497,1.0,0.0,
SIN_FILTRO,OOT,0,55000.0,0.784044728,1.0,0.0,
SIN_FILTRO,TRAINyTEST,0,55000.0,0.253872033,1.0,0.0,
SIN_FILTRO,TRAINyTEST,0,0.0,0.957433578,0.268428433,869.6658333,
SIN_FILTRO,TRAINyTEST,0,8747.69,0.0,0.980576295,0.0,
SIN_FILTRO,TRAINyTEST,0,28776.99,0.676527793,0.599700657,0.0,
SIN_FILTRO,TRAINyTEST,0,43050.85,0.106878208,0.95714114,0.0,
SIN_FILTRO,TRAINyTEST,0,25735.32,0.918449389,0.831380512,0.0,
SIN_FILTRO,OOT,0,55000.0,0.953515425,0.951843095,0.0,
FILTRO,TRAINyTEST,0,23729.96,0.609161542,0.382532812,0.0,
FILTRO,TRAINyTEST,0,20328.83,0.696404851,0.290735792,0.0,
FILTRO,OOT,0,0.0,0.0,0.0,0.0,
SIN_FILTRO,TRAINyTEST,0,18049.19,0.75174563,1.0,9684.6075,
FILTRO,OOT,0,6342.62,0.695660834,0.142898685,0.0,OOT2_MODELO
SIN_FILTRO,TRAINyTEST,0,35994.77,0.08693789,0.986634444,0.0,
FILTRO,OOT,0,55000.0,0.0,0.997008639,4.991666667,
SIN_FILTRO,TRAINyTEST,0,27674.0,0.0,1.0,1790.01,
SIN_FILTRO,OOT,0,0.0,0.0,0.53652271,0.0,
SIN_FILTRO,OOT,0,4334.06,0.441008025,0.037994896,0.0,
SIN_FILTRO,TRAINyTEST,0,20001.7,0.264103989,0.867952278,0.0,
SIN_FILTRO,OOT,0,29067.81,0.660639073,0.634090267,0.0,
SIN_FILTRO,OOT,0,0.0,1.0,0.0,8545.264167,
SIN_FILTRO,TRAINyTEST,0,2095.08,1.0,0.086452587,0.0,
SIN_FILTRO,TRAINyTEST,0,32604.64,0.575453522,0.712992135,0.0,
FILTRO,OOT,0,47715.25,0.0,0.974544513,0.0,
SIN_FILTRO,TRAINyTEST,0,46088.58,0.372833118,0.93707543,0.0,
SIN_FILTRO,TRAINyTEST,0,51051.86,0.915277948,0.919791384,351.0083333,
SIN_FILTRO,TRAINyTEST,0,32980.62,0.664813889,0.87357899,0.0,
SIN_FILTRO,TRAINyTEST,0,29844.84,0.702079709,0.82319586,0.0,
